,fname,provide,title,local,sub_loc,department,sub_dept,info
1128,한국보건산업진흥원 화장품 산업 통계,공공기관,한국보건산업진흥원,,,한국보건산업진흥원,,
1129,한국보건산업진흥원 보건의료 R&D 최종보고서 및 요약서,공공기관,한국보건산업진흥원,,,한국보건산업진흥원,,R&D 최종보고서 및 요약서
1130,충청남도 청양군 진단용방사선발생장치 및 특수의료장비 현황,자치행정기관,충청남도,충청남도,청양군,,,진단용방사선발생장치 및 특수의료장비 현황
1131,충청북도 보건진료소 현황,자치행정기관,충청북도,충청북도,,,,
1132,충청북도  보건소 현황,자치행정기관,충청북도,충청북도,,,,
1133,충청북도 보건지소 현황,자치행정기관,충청북도,충청북도,,,,
1134,대구광역시 유통식품 방사능 검사결과 현황(누계),자치행정기관,대구광역시,대구광역시,,,,방사능 검사결과 현황(누계)
1135,대구광역시 유통식품 방사능 검사결과 현황(상세),자치행정기관,대구광역시,대구광역시,,,,방사능 검사결과 현황(상세)
1136,인천광역시 계양구 한의원현황,자치행정기관,인천광역시,인천광역시,계양구,,,
1137,인천광역시 계양구 의원현황,자치행정기관,인천광역시,인천광역시,계양구,,,
1138,인천광역시 계양구 병원현황,자치행정기관,인천광역시,인천광역시,계양구,,,
1139,인천광역시 계양구 안경업소현황,자치행정기관,인천광역시,인천광역시,계양구,,,
1140,인천광역시 계양구 휴일지킴이약국,자치행정기관,인천광역시,인천광역시,계양구,,,
1141,인천광역시 계양구 한약방 현황,자치행정기관,인천광역시,인천광역시,계양구,,,
1142,경상북도 경주시 의료기관 현황,자치행정기관,경상북도,경상북도,경주시,,,
1143,보건복지부 국립춘천병원 2020년 상반기 외래 환자수 현황,국가행정기관,보건복지부,,,보건복지부,국립춘천병원,2020년 상반기 외래 환자수 현황
1144,보건복지부 국립춘천병원 2020년 상반기 입원 재원자수 현황,국가행정기관,보건복지부,,,보건복지부,국립춘천병원,2020년 상반기 입원 재원자수 현황
1145,건강보험심사평가원 의료장비 상세 현황,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
1146,충청남도 보령시 마을회관,자치행정기관,충청남도,충청남도,보령시,,,
1147,충청남도 보령시 병원약국정보,자치행정기관,충청남도,충청남도,보령시,,,
1148,부산광역시 기장군 한의원 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1149,대전광역시 유성구 특수의료장비 현황,자치행정기관,대전광역시,대전광역시,유성구,,,
1150,울산광역시 보건소 현황,자치행정기관,울산광역시,울산광역시,,,,
1151,한국보건산업진흥원 고령친화 우수제품 유지현황,공공기관,한국보건산업진흥원,,,한국보건산업진흥원,,
1152,부산광역시 기장군 병원 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1153,대구광역시 동구 약국현황,자치행정기관,대구광역시,대구광역시,동구,,,
1154,부산광역시 기장군 안경업소현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1155,부산광역시 기장군 치과기공소 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1156,부산광역시 기장군 치과의원 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1157,부산광역시 기장군 의원 현황,자치행정기관,부산광역시,부산광역시,기장군,,,
1158,대전광역시 장애인복지관 현황,자치행정기관,대전광역시,대전광역시,,,,
1159,제주특별자치도 제주시 산후조리원현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1160,제주특별자치도 제주시 동물병원현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1161,서울특별시 은평구 한의원현황 연간,자치행정기관,서울특별시,서울특별시,은평구,,,
1162,서울특별시 은평구 치과의원현황 연간,자치행정기관,서울특별시,서울특별시,은평구,,,
1163,경기도 양주시 공중보건의사 배치현황,자치행정기관,경기도,경기도,양주시,,,
1164,서울특별시 강북구 코로나19 행정동별 확진자 및 완치자 수,자치행정기관,서울특별시,서울특별시,강북구,,,코로나19 행정동별 확진자 및 완치자 수
1165,서울특별시 동작구 사회복지관,자치행정기관,서울특별시,서울특별시,동작구,,,
1166,대구광역시 달서구 공중위생관리 최우수업소 현황,자치행정기관,대구광역시,대구광역시,달서구,,,공중위생관리 최우수업소 현황
1167,국립암센터 췌장암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1168,국립암센터 신장암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1169,국립암센터 난소암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1170,서울특별시 중구 치매센터,자치행정기관,서울특별시,서울특별시,중구,,,
1171,경기도 연천군 의료기관현황,자치행정기관,경기도,경기도,연천군,,,
1172,경기도 동물장묘 허가업체 현황,자치행정기관,경기도,경기도,,,,
1173,서울특별시 동대문구 동대문구 코로나 행정동별 확진자 수,자치행정기관,서울특별시,서울특별시,동대문구,,,동대문구 코로나 행정동별 확진자 수
1174,서울특별시 동대문구 코로나 동별 확진자 수,자치행정기관,서울특별시,서울특별시,동대문구,,,코로나 동별 확진자 수
1175,서울특별시 강서구 흡연정보,자치행정기관,서울특별시,서울특별시,강서구,,,
1176,경상북도 문경시 의료기관현황,자치행정기관,경상북도,경상북도,문경시,,,
1177,전라남도 정신요양시설현황,자치행정기관,전라남도,전라남도,,,,
1178,보건소현황,자치행정기관,보건소현황,,,,,
1179,전라남도 장애인거주시설 현황,자치행정기관,전라남도,전라남도,,,,
1180,국립암센터 간암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1181,국립암센터 갑상선암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1182,국립암센터 대장암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1183,국립암센터 전립선암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1184,국립암센터 위암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1185,국립암센터 유방암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1186,국립암센터 구강암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1187,국립암센터 방광암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1188,국립암센터 소아청소년암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1189,국립암센터 육종암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1190,국립암센터 자궁암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1191,국립암센터 담도암 레지스트리 메타정보,공공기관,국립암센터,,,국립암센터,,
1192,전라남도 함평군 진단용방사선발생장치 현황,자치행정기관,전라남도,전라남도,함평군,,,
1193,전라남도 함평군 보건기관 현황,자치행정기관,전라남도,전라남도,함평군,,,
1194,부산광역시 보건소 현황,자치행정기관,부산광역시,부산광역시,,,,
1195,충청남도 청양군 의료기관 현황,자치행정기관,충청남도,충청남도,청양군,,,
1196,경상북도 문경시 약국현황,자치행정기관,경상북도,경상북도,문경시,,,
1197,제주특별자치도 제주시 공중보건의사배치현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1198,전라북도 군산시 공중위생업 현황,자치행정기관,전라북도,전라북도,군산시,,,
1199,한국지역난방공사 에너지복지요금 감면대상시설 정보,공공기관,한국지역난방공사,,,한국지역난방공사,,
1200,제주특별자치도 제주시 응급의료기관현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1201,제주특별자치도 제주시 보건지소등현황,자치행정기관,제주특별자치도,제주특별자치도,제주시,,,
1202,서울특별시 은평구 의원현황 연간,자치행정기관,서울특별시,서울특별시,은평구,,,
1203,서울특별시 은평구 병원현황,자치행정기관,서울특별시,서울특별시,은평구,,,
1204,서울특별시 은평구 동물병원 현황,자치행정기관,서울특별시,서울특별시,은평구,,,
1205,전라북도 군산시 의료기기판매업현황,자치행정기관,전라북도,전라북도,군산시,,,
1206,부산광역시 기장군 동물보호센터정보,자치행정기관,부산광역시,부산광역시,기장군,,,
1207,서울특별시 송파구 노인요양시설 현황,자치행정기관,서울특별시,서울특별시,송파구,,,
1208,인천광역시 미추홀구 약국,자치행정기관,인천광역시,인천광역시,미추홀구,,,
1209,대구광역시 안전상비의약품 판매업소현황,자치행정기관,대구광역시,대구광역시,,,,
1210,충청북도 충주시 병원약국정보,자치행정기관,충청북도,충청북도,충주시,,,
1211,전라북도 군산시 소독업소 현황,자치행정기관,전라북도,전라북도,군산시,,,
1212,경기도 양평군 안전상비의약품 판매업소,자치행정기관,경기도,경기도,양평군,,,
1213,경기도 양평군 사회복지시설현황,자치행정기관,경기도,경기도,양평군,,,
1214,전라남도 함평군 소독업체 현황,자치행정기관,전라남도,전라남도,함평군,,,
1215,제주특별자치도 시군구별건강통계현황,자치행정기관,제주특별자치도,제주특별자치도,,,,
1216,한국사회보장정보원 보건의료정보용어표준,공공기관,한국사회보장정보원,,,한국사회보장정보원,,
1217,충청남도 아산시 약국현황,자치행정기관,충청남도,충청남도,아산시,,,
1218,충청남도 아산시 의원현황,자치행정기관,충청남도,충청남도,아산시,,,
1219,충청남도 아산시 한의원현황,자치행정기관,충청남도,충청남도,아산시,,,
1220,충청남도 아산시 치과의원현황,자치행정기관,충청남도,충청남도,아산시,,,
1221,충청남도 아산시 진단용 방사선 발생장치 및 특수의료장비 정보,자치행정기관,충청남도,충청남도,아산시,,,진단용 방사선 발생장치 및 특수의료장비 정보
1222,경기도 양평군 공중위생업현황,자치행정기관,경기도,경기도,양평군,,,
1223,"경기도 양평군 약국,안경업소현황",자치행정기관,경기도,경기도,양평군,,,
1224,부산광역시 동구 소독업소 현황,자치행정기관,부산광역시,부산광역시,동구,,,
1225,전라남도 장성군 병의원 현황,자치행정기관,전라남도,전라남도,장성군,,,
1226,경기도 동두천시 사회복지시설현황,자치행정기관,경기도,경기도,동두천시,,,
1227,대구광역시 동구 혈압측정기설치장소,자치행정기관,대구광역시,대구광역시,동구,,,
1228,부산광역시 강서구 위생관리등급평가 정보,자치행정기관,부산광역시,부산광역시,강서구,,,
1229,부산광역시 서구 동물병원 정보,자치행정기관,부산광역시,부산광역시,서구,,,
1230,대전광역시 대덕구 동물병원현황,자치행정기관,대전광역시,대전광역시,대덕구,,,
1231,서울특별시 은평구 의원급의료기관,자치행정기관,서울특별시,서울특별시,은평구,,,
1232,인천광역시 부평구 장사시설 현황,자치행정기관,인천광역시,인천광역시,부평구,,,
1233,경상남도 산청군 약국정보,자치행정기관,경상남도,경상남도,산청군,,,
1234,경상남도 산청군 보건지소및보건진료소정보,자치행정기관,경상남도,경상남도,산청군,,,
1235,전라북도 김제시 요양원 명,자치행정기관,전라북도,전라북도,김제시,,,
1236,대구광역시 심야 365약국 운영현황,자치행정기관,대구광역시,대구광역시,,,,
1237,서울특별시,자치행정기관,서울특별시,서울특별시,,,,
1238,서울특별시 관악구 흡연시설현황,자치행정기관,서울특별시,서울특별시,관악구,,,
1239,경상북도 고령군 자동심장충격기,자치행정기관,경상북도,경상북도,고령군,,,
1240,충청북도 단양군 흡연구역 정보,자치행정기관,충청북도,충청북도,단양군,,,
1241,서울특별시 마포구 소독업소현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1242,대구광역시 북구 산후조리원,자치행정기관,대구광역시,대구광역시,북구,,,
1243,부산광역시 동구 의료기관(의원) 현황,자치행정기관,부산광역시,부산광역시,동구,,,
1244,경상남도 함양군 휴일진료의료기관DB,자치행정기관,경상남도,경상남도,함양군,,,
1245,경기도 성남시 산후조리원현황,자치행정기관,경기도,경기도,성남시,,,
1246,경기도 성남시 국가예방접종지원사업현황,자치행정기관,경기도,경기도,성남시,,,
1247,부산광역시 부산진구 의료관광 정보,자치행정기관,부산광역시,부산광역시,부산진구,,,
1248,부산광역시 남구 치과기공소현황,자치행정기관,부산광역시,부산광역시,남구,,,
1249,전라북도 익산시 안경업소,자치행정기관,전라북도,전라북도,익산시,,,
1250,"광주광역시 서구 병원, 요양병원 현황",자치행정기관,광주광역시,광주광역시,서구,,,"병원, 요양병원 현황"
1251,인천시 연수구 약국 현황,자치행정기관,인천시,인천시,연수구,,,
1252,국립암센터 암발생 통계 정보,공공기관,국립암센터,,,국립암센터,,
1253,충청남도 청양군 공중위생관리업 현황,자치행정기관,충청남도,충청남도,청양군,,,
1254,양평군 소독업체 현황,자치행정기관,양평군,양평군,,,,
1255,양평군 의료기관현황,자치행정기관,양평군,양평군,,,,
1256,인천광역시 미추홀구 동물약국,자치행정기관,인천광역시,인천광역시,미추홀구,,,
1257,부산광역시 강서구 장례시설 현황,자치행정기관,부산광역시,부산광역시,강서구,,,
1258,전라북도 전주시 병원현황,자치행정기관,전라북도,전라북도,전주시,,,
1259,대한적십자사 보건안전정보,공공기관,대한적십자사,,,대한적십자사,,
1260,대한적십자사 헌혈의집 정보,공공기관,대한적십자사,,,대한적십자사,헌혈의집,
1261,서울특별시 마포구 의약품도매상 현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1262,서울특별시 마포구 동물약국 현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1263,서울특별시 송파구 실외운동기구 현황,자치행정기관,서울특별시,서울특별시,송파구,,,
1264,전라북도 진안군 이·미용업 및 세탁업소 현황,자치행정기관,전라북도,전라북도,진안군,,,이·미용업 및 세탁업소 현황
1265,경기도 모기채집장치 설치지점 정보,자치행정기관,경기도,경기도,,,,
1266,인천광역시 미추홀구 안마시술소,자치행정기관,인천광역시,인천광역시,미추홀구,,,
1267,인천광역시 미추홀구 치과기공소 현황,자치행정기관,인천광역시,인천광역시,미추홀구,,,
1268,인천광역시 미추홀구 소독업소,자치행정기관,인천광역시,인천광역시,미추홀구,,,
1269,부산광역시 서구 안경업소,자치행정기관,부산광역시,부산광역시,서구,,,
1270,부산광역시 서구 의료기기판매업소,자치행정기관,부산광역시,부산광역시,서구,,,
1271,부산광역시 서구 치과병원,자치행정기관,부산광역시,부산광역시,서구,,,
1272,한국보건의료인국가시험원 직종별 응시수수료,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1273,서울특별시 강동구 병의원약국정보,자치행정기관,서울특별시,서울특별시,강동구,,,
1274,신안군 의약업소 현황,자치행정기관,신안군,신안군,,,,
1275,신안군 보건기관 현황,자치행정기관,신안군,신안군,,,,
1276,전라북도 완주군 의료기관현황,자치행정기관,전라북도,전라북도,완주군,,,
1277,전라북도 군산시 병원현황,자치행정기관,전라북도,전라북도,군산시,,,
1278,대구광역시 달서구 정신보건 시설 현황,자치행정기관,대구광역시,대구광역시,달서구,,,정신보건 시설 현황
1279,경기도 동두천시 장사시설현황,자치행정기관,경기도,경기도,동두천시,,,
1280,서울특별시 동대문구 흡연정보,자치행정기관,서울특별시,서울특별시,동대문구,,,
1281,충청북도 옥천군 의료기관현황,자치행정기관,충청북도,충청북도,옥천군,,,
1282,전라북도 군산시 치과기공소 현황,자치행정기관,전라북도,전라북도,군산시,,,
1283,전라북도 군산시 약국 현황,자치행정기관,전라북도,전라북도,군산시,,,
1284,전라북도 군산시 안경업소 현황,자치행정기관,전라북도,전라북도,군산시,,,
1285,부산광역시 외국인환자 유치기관,자치행정기관,부산광역시,부산광역시,,,,
1286,재단법인의료기관평가인증원 환자안전 통계연보,공공기관,재단법인의료기관평가인증원,,,재단법인의료기관평가인증원,,
1287,건강보험심사평가원 5단상병별 성별 연령군별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 연령군별 통계
1288,건강보험심사평가원 4단상병별 성별 입원외래별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 입원외래별 통계
1289,건강보험심사평가원 상병별 의료기관종별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
1290,건강보험심사평가원 3단상병별 성별 연령군별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 연령군별 통계
1291,건강보험심사평가원 3단상병별 성별 입원외래별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 입원외래별 통계
1292,건강보험심사평가원 암상병 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
1293,건강보험심사평가원 5단상병별 성별 입원외래별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 입원외래별 통계
1294,건강보험심사평가원 4단상병별 성별 연령군별 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,성별 연령군별 통계
1295,건강보험심사평가원 희귀질환 통계,공공기관,건강보험심사평가원,,,건강보험심사평가원,,
1296,경기도 광주시 병원약국정보,자치행정기관,경기도,경기도,광주시,,,
1297,충청남도 서천군 한의원,자치행정기관,충청남도,충청남도,서천군,,,
1298,충청남도 서천군 병의원,자치행정기관,충청남도,충청남도,서천군,,,
1299,충청남도 서천군 치과병원,자치행정기관,충청남도,충청남도,서천군,,,
1300,충청남도 서천군 약국현황,자치행정기관,충청남도,충청남도,서천군,,,
1301,한국보건의료인국가시험원 연구보고서 정보,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1302,한국보건의료인국가시험원 응시자 및 취득자 현황 치과위생사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 치과위생사
1303,한국보건의료인국가시험원 응시자 및 취득자 현황 치과기공사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 치과기공사
1304,한국보건의료인국가시험원 응시자 및 취득자 현황 작업치료사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 작업치료사
1305,한국보건의료인국가시험원 응시자 및 취득자 현황 임상병리사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 임상병리사
1306,한국보건의료인국가시험원 응시자 및 취득자 현황 안경사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 안경사
1307,한국보건의료인국가시험원 응시자 및 취득자 현황 보건의료정보관리사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 보건의료정보관리사
1308,한국보건의료인국가시험원 응시자 및 취득자 현황 방사선사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 방사선사
1309,한국보건의료인국가시험원 응시자 및 취득자 현황 응급구조사 2급,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 응급구조사 2급
1310,한국보건의료인국가시험원 응시자 및 취득자 현황 응급구조사 1급,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 응급구조사 1급
1311,한국보건의료인국가시험원 응시자 및 취득자 현황 물리치료사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 물리치료사
1312,한국보건의료인국가시험원 응시자 및 취득자 현황 영양사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 영양사
1313,한국보건의료인국가시험원 응시자 및 취득자 현황 약사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 약사
1314,한국보건의료인국가시험원 응시자 및 취득자 현황 간호사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 간호사
1315,한국보건의료인국가시험원 응시자 및 취득자 현황 조산사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 조산사
1316,한국보건의료인국가시험원 응시자 및 취득자 현황 한의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 한의사
1317,한국보건의료인국가시험원 응시자 및 취득자 현황 의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 의사
1318,한국보건의료인국가시험원 응시자 및 취득자 현황 치과의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,및 취득자 현황 치과의사
1319,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 응급구조사 2급,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 응급구조사 2급
1320,한국보건의료인국가시험원 한국보건의료인 성적 현황 응급구조사 1급,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 응급구조사 1급
1321,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(58회~60회),공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 간호사(58회~60회)
1322,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(50회~57회),공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 간호사(50회~57회)
1323,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 간호사(40회~49회),공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 간호사(40회~49회)
1324,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 조산사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 조산사
1325,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 한의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 한의사
1326,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 치과의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 치과의사
1327,한국보건의료인국가시험원 보건의료인국가시험 성적 현황 의사,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,성적 현황 의사
1328,대전광역시 대덕구 약국정보,자치행정기관,대전광역시,대전광역시,대덕구,,,
1329,대전광역시 대덕구 특수의료장비현황,자치행정기관,대전광역시,대전광역시,대덕구,,,
1330,경상남도 남해군 모범음식점,자치행정기관,경상남도,경상남도,남해군,,,
1331,김해시 응급의료기관 현황,자치행정기관,김해시,김해시,,,,
1332,김해시 의약품도매상 현황,자치행정기관,김해시,김해시,,,,
1333,서울특별시 동대문구 흡연정보,자치행정기관,서울특별시,서울특별시,동대문구,,,
1334,충청남도 보령시 진단용방사선발생장치및특수의료장비현황,자치행정기관,충청남도,충청남도,보령시,,,
1335,부산광역시 남구 산후조리원현황,자치행정기관,부산광역시,부산광역시,남구,,,
1336,보건의료인국가시험 전환성적 발급병원 현황,공공기관,보건의료인국가시험,,,,,
1337,한국보건의료인국가시험원 문항분석,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1338,한국보건의료인국가시험원 간호조무사학원 현황,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,간호조무사학원,
1339,한국보건의료인국가시험원 요양보호사교육원 현황,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1340,한국보건의료인국가시험원 응시수수료 환불요율 정보,공공기관,한국보건의료인국가시험원,,,한국보건의료인국가시험원,,
1341,부산광역시 남구 정기예방접종,자치행정기관,부산광역시,부산광역시,남구,,,
1342,보건복지부 국립정신건강센터 2018년 일별 입원환자 수,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,2018년 일별 입원환자 수
1343,보건복지부 국립정신건강센터 2019년 일별 입원환자 수,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,2019년 일별 입원환자 수
1344,강원도 속초시 약국현황,자치행정기관,강원도,강원도,속초시,,,
1345,강원도 속초시 치과의원현황,자치행정기관,강원도,강원도,속초시,,,
1346,강원도 속초시한의원 현황,자치행정기관,강원도,강원도,,,,
1347,강원도 속초시 병의원현황,자치행정기관,강원도,강원도,속초시,,,
1348,김해시 병의원 현황,자치행정기관,김해시,김해시,,,,
1349,부산광역시 남구 진단용방사선발생장치현황(2020년),자치행정기관,부산광역시,부산광역시,남구,,,
1350,부산광역시 사하구 특수의료장비현황,자치행정기관,부산광역시,부산광역시,사하구,,,
1351,대구광역시 동구 신생아BCG무료접종의료기관,자치행정기관,대구광역시,대구광역시,동구,,,
1352,경기도 고양시 응급의료센터정보,자치행정기관,경기도,경기도,고양시,,,
1353,부산광역시 동래구 예방접종 현황,자치행정기관,부산광역시,부산광역시,동래구,,,
1354,대전광역시 서구 특수의료장비 설치 현황,자치행정기관,대전광역시,대전광역시,서구,,,특수의료장비 설치 현황
1355,대한적십자사 기부관리정보,공공기관,대한적십자사,,,대한적십자사,,
1356,대한적십자사 혈액통계정보,공공기관,대한적십자사,,,대한적십자사,,
1357,보건복지부 국립정신건강센터 외래환자기초정보,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,
1358,보건복지부 국립정신건강센터 입원환자기초정보,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,
1359,전라남도 여수시 의료기관 현황,자치행정기관,전라남도,전라남도,여수시,,,
1360,경상남도 산청군 예방접종정보,자치행정기관,경상남도,경상남도,산청군,,,
1361,의료기관안내 정보,자치행정기관,의료기관안내,,,,,
1362,서울특별시 송파구 동물용 의약품 도매업체 현황,자치행정기관,서울특별시,서울특별시,송파구,,,동물용 의약품 도매업체 현황
1363,서울특별시 마포구 약국현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1364,서울특별시 마포구 의료기기판매업소,자치행정기관,서울특별시,서울특별시,마포구,,,
1365,서울특별시 마포구 치과기공소현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1366,서울특별시 마포구 안경업소현황,자치행정기관,서울특별시,서울특별시,마포구,,,
1367,전라북도 군산시 의원현황,자치행정기관,전라북도,전라북도,군산시,,,
1368,전라북도 군산시 치과의원현황,자치행정기관,전라북도,전라북도,군산시,,,
1369,전라북도 군산시 한의원현황,자치행정기관,전라북도,전라북도,군산시,,,
1370,경상남도 창녕군 의료기관정보 약국약방,자치행정기관,경상남도,경상남도,창녕군,,,
1371,경상남도 창녕군 의료기관정보 치과의원,자치행정기관,경상남도,경상남도,창녕군,,,
1372,경상남도 창녕군 의료기관정보 한의원,자치행정기관,경상남도,경상남도,창녕군,,,
1373,경상남도 창녕군 의료기관정보 보건소및보건지소및보건진료소현황,자치행정기관,경상남도,경상남도,창녕군,,,
1374,경상남도 창녕군 의료기관정보 병원,자치행정기관,경상남도,경상남도,창녕군,,,
1375,충청남도 보건기관 현황,자치행정기관,충청남도,충청남도,,,,
1376,의약업소 DB,자치행정기관,의약업소,,,,,
1377,부산광역시 동래구 필수예방접종 위탁의료기관 현황,자치행정기관,부산광역시,부산광역시,동래구,,,필수예방접종 위탁의료기관 현황
1378,부산광역시 동래구 안마업소 현황,자치행정기관,부산광역시,부산광역시,동래구,,,
1379,보건복지부 국립정신건강센터 비급여 수가 및 의약품 목록,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,비급여 수가 및 의약품 목록
1380,보건복지부 국립정신건강센터 서지정보,국가행정기관,보건복지부,,,보건복지부,국립정신건강센터,
1381,경기도 시흥시 안경업소현황,자치행정기관,경기도,경기도,시흥시,,,
1382,오염지역정보,국가행정기관,오염지역정보,,,,,
1383,황열및콜레라예방접종현황,국가행정기관,황열및콜레라예방접종현황,,,,,
1384,의심환자검역정보,국가행정기관,의심환자검역정보,,,,,
1385,수출화물소독증명서발급정보,국가행정기관,수출화물소독증명서발급정보,,,,,
1386,선박조치명령정보,국가행정기관,선박조치명령정보,,,,,
1387,선박입항화물정보,국가행정기관,선박입항화물정보,,,,,
1388,선박수입고철소독정보,국가행정기관,선박수입고철소독정보,,,,,
1389,선박소독증명서발급정보,국가행정기관,선박소독증명서발급정보,,,,,
1390,탑승자검사정보,국가행정기관,탑승자검사정보,,,,,
1391,운송수단검사정보,국가행정기관,운송수단검사정보,,,,,
1392,검역구역내검사정보,국가행정기관,검역구역내검사정보,,,,,
1393,검역소별검사정보,국가행정기관,검역소별검사정보,,,,,
1394,검역정보,국가행정기관,검역정보,,,,,
1395,충청북도 단양군 진단용방사선발생장치 및 특수장비 현황,자치행정기관,충청북도,충청북도,단양군,,,진단용방사선발생장치 및 특수장비 현황
1396,부산광역시 서구 흡연구역 정보,자치행정기관,부산광역시,부산광역시,서구,,,
1397,전라남도 광양시 보건진료소 현황,자치행정기관,전라남도,전라남도,광양시,,,
1398,전라남도 광양시 보건지소 현황,자치행정기관,전라남도,전라남도,광양시,,,
1399,전라남도 강진군 담배소매인,자치행정기관,전라남도,전라남도,강진군,,,
